Location,Plug,Point_ID,Population,Plot,Point ID,Plot_Point,δ13CVPDB (‰),Total C (µg),Sample Weight (mg) from Sample List,Collection Date #1,Stem length (cm) #1,Filename of flower JPG #1,Flower Diameter #1 (cm),Collection Date #2,Stem length (cm) #2,Filename of flower JPG #2,Flower Diameter #2 (cm),Collection Date #3,Stem length (cm) #3,Filename of flower JPG #3,Flower Diameter #3 (cm),Date of sowing,Date of Germination,Date of First Flower,Date of First Fruit Collection,Date of Last Fruit Collection,Date of first (closed) fruit collection from envelope,Date of first (dehisced) fruit collection from envelope,Days from sowing to germination,Days from germination to flowering,Days from sowing to flowering,Days from Sowing to First Fruit collection,Days from first flower to first fruit,Total number of closed fruits collected (lifetime),Total number of filled seeds in all closed fruits,Mean seeds per closed fruit,Total number of dehisced fruits,Total number of all fruits,Above-ground Skeleton Biomass (g),,Notes
1.9.0,45E,BO_039,BO,39,P8,BO_039_P8,-30.5591,436.723,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,5/13/19,6/11/19,5/14/19,6/11/19,27,105,132,153,21,2,5,2.5,1,3,0.0512,,
1.9.0,45I,BO_039,BO,39,P9,BO_039_P9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.9.2,5A,BO_040,BO,40,P1,BO_040_P1,-29.8459,569.7393,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,5/20/19,5/20/19,5/20/19,NA,27,112,139,160,21,1,4,4,NA,1,0.0405,,
1.9.2,5E,BO_040,BO,40,P2,BO_040_P2,-31.029,362.7821,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,6/3/19,6/3/19,6/4/19,NA,27,112,139,174,35,1,2,2,NA,1,0.0122,,
1.9.2,5I,BO_040,BO,40,P3,BO_040_P3,-30.5517,581.1392,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,6/3/19,6/3/19,6/4/19,NA,27,112,139,174,35,1,4,4,NA,1,0.0299,,
1.9.2,25A,BO_040,BO,40,P4,BO_040_P4,-30.9125,731.8105,2.3,4/22/19,6.6,IMG_4342,3.1,4/22/19,3.2,IMG_4343,3.39,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,NA,NA,NA,NA,27,105,132,NA,NA,NA,NA,NA,NA,NA,0.0261,,
1.9.2,25E,BO_040,BO,40,P5,BO_040_P5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.9.2,25I,BO_040,BO,40,P6,BO_040_P6,-29.3057,386.7532,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,5/6/19,6/3/19,6/3/19,6/4/19,NA,27,119,146,174,28,2,4,2,NA,2,0.0222,,
1.9.2,45A,BO_040,BO,40,P7,BO_040_P7,-31.16,878.9827,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,5/13/19,6/3/19,5/14/19,NA,27,112,139,153,14,4,19,4.75,NA,4,0.0401,,
1.9.2,45E,BO_040,BO,40,P8,BO_040_P8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.9.2,45I,BO_040,BO,40,P9,BO_040_P9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.9.4,5A,BO_041,BO,41,P1,BO_041_P1,-31.3721,610.8584,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,5/28/19,5/28/19,5/28/19,NA,27,112,139,168,29,1,5,5,NA,1,0.015,,
1.9.4,5E,BO_041,BO,41,P2,BO_041_P2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.9.4,5I,BO_041,BO,41,P3,BO_041_P3,-30.338,1334.4864,4,4/22/19,7.9,IMG_4344,2.2,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,6/3/19,6/11/19,6/4/19,NA,27,105,132,174,42,2,6,3,NA,2,0.0553,,
1.9.4,25A,BO_041,BO,41,P4,BO_041_P4,-30.9244,687.0449,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,5/28/19,5/28/19,5/28/19,NA,27,105,132,168,36,1,0,0,NA,1,0.024,,
1.9.4,25E,BO_041,BO,41,P5,BO_041_P5,-30.5997,856.7489,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,NA,NA,6/4/19,6/4/19,27,112,139,NA,NA,1,4,4,1,2,0.1327,,
1.9.4,25I,BO_041,BO,41,P6,BO_041_P6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.9.4,45A,BO_041,BO,41,P7,BO_041_P7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,5/14/19,NA,27,NA,NA,NA,NA,1,0,0,NA,1,NA,,
1.9.4,45E,BO_041,BO,41,P8,BO_041_P8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.9.4,45I,BO_041,BO,41,P9,BO_041_P9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.10.0,5A,BO_042,BO,42,P1,BO_042_P1,-29.1315,1064.3334,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,5/6/19,6/3/19,6/3/19,6/4/19,NA,27,119,146,174,28,2,4,2,NA,2,0.025,,
1.10.0,5E,BO_042,BO,42,P2,BO_042_P2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.10.0,5I,BO_042,BO,42,P3,BO_042_P3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.10.0,25A,BO_042,BO,42,P4,BO_042_P4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.10.0,25E,BO_042,BO,42,P5,BO_042_P5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.10.0,25I,BO_042,BO,42,P6,BO_042_P6,-30.2795,424.6456,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0316,,
1.10.0,45A,BO_042,BO,42,P7,BO_042_P7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,4/22/19,5/13/19,5/13/19,5/14/19,NA,34,98,132,153,21,1,0,0,NA,1,NA,,
1.10.0,45E,BO_042,BO,42,P8,BO_042_P8,-28.9097,279.7247,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,NA,NA,NA,NA,27,105,132,NA,NA,NA,NA,NA,NA,NA,0.0128,,
1.10.0,45I,BO_042,BO,42,P9,BO_042_P9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.10.2,5A,BO_043,BO,43,P1,BO_043_P1,-30.9881,706.0336,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,6/11/19,6/11/19,NA,6/10/19,27,112,139,182,43,NA,NA,NA,1,1,0.0172,,
1.10.2,5E,BO_043,BO,43,P2,BO_043_P2,NA,NA,NA,4/22/19,8.8,IMG_4347,2.23,4/30/19,11,IMG_4458,2.19,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,6/11/19,6/11/19,6/10/19,NA,27,105,132,182,50,1,5,5,NA,1,NA,,
1.10.2,5I,BO_043,BO,43,P3,BO_043_P3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,5/28/19,6/3/19,5/28/19,NA,27,112,139,168,29,2,6,3,NA,2,NA,,
1.10.2,25A,BO_043,BO,43,P4,BO_043_P4,-30.567,449.2686,1.2,4/16/19,5,IMG-4180,2.72,4/22/19,6.3,IMG_4345,2.93,4/22/19,5.6,IMG_4346,2.7,12/11/18,1/7/19,4/15/19,6/3/19,6/3/19,6/4/19,6/4/19,27,98,125,174,49,1,1,1,1,2,0.0095,,
1.10.2,25E,BO_043,BO,43,P5,BO_043_P5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.10.2,25I,BO_043,BO,43,P6,BO_043_P6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.10.2,45A,BO_043,BO,43,P7,BO_043_P7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.10.2,45E,BO_043,BO,43,P8,BO_043_P8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.10.2,45I,BO_043,BO,43,P9,BO_043_P9,-30.5951,437.5544,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,6/3/19,6/3/19,6/4/19,NA,27,112,139,174,35,2,7,3.5,NA,2,0.0293,,
1.10.4,5A,BO_044,BO,44,P1,BO_044_P1,-30.0323,392.1387,1.1,4/22/19,10.7,IMG_4348,1.4,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,5/13/19,5/20/19,5/14/19,NA,27,105,132,153,21,1,0,0,NA,1,0.0382,,flower not fully open; corolla diameter underestimated
1.10.4,5E,BO_044,BO,44,P2,BO_044_P2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.10.4,5I,BO_044,BO,44,P3,BO_044_P3,-30.6166,340.3603,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,6/11/19,6/11/19,NA,6/10/19,27,112,139,182,43,NA,NA,NA,2,2,0.0179,,
1.10.4,25A,BO_044,BO,44,P4,BO_044_P4,NA,NA,NA,4/22/19,3.6,IMG_4349,1.97,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,NA,NA,NA,NA,27,105,132,NA,NA,NA,NA,NA,NA,NA,0.0034,,
1.10.4,25E,BO_044,BO,44,P5,BO_044_P5,-32.0035,444.6862,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,5/13/19,6/11/19,5/14/19,6/10/19,27,112,139,153,14,1,2,2,1,2,0.0171,,
1.10.4,25I,BO_044,BO,44,P6,BO_044_P6,-31.6363,801.1978,2.5,4/30/19,10.8,IMG_4459,1.81,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,5/28/19,5/28/19,5/28/19,NA,27,112,139,168,29,1,3,3,NA,1,0.0249,,
1.10.4,45A,BO_044,BO,44,P7,BO_044_P7,-30.6685,651.187,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,4/29/19,5/13/19,6/24/19,5/14/19,NA,34,105,139,153,14,1,10,10,NA,1,0.0315,,
1.10.4,45E,BO_044,BO,44,P8,BO_044_P8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.10.4,45I,BO_044,BO,44,P9,BO_044_P9,-30.6847,392.8251,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,6/3/19,6/3/19,6/4/19,NA,27,112,139,174,35,1,1,1,NA,1,0.0106,,
1.10.6,5A,BO_045,BO,45,P1,BO_045_P1,-30.9768,528.858,1.8,4/22/19,3,IMG_4350,1.51,4/30/19,9,IMG_4460,1.74,5/7/19,9.7,IMG_4524,1.67,12/11/18,1/7/19,4/22/19,6/3/19,6/11/19,6/4/19,NA,27,105,132,174,42,3,8,2.67,NA,3,0.0316,,flower #1 not fully open; corolla diameter underestimated
1.10.6,5E,BO_045,BO,45,P2,BO_045_P2,-30.3778,1056.452,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,5/6/19,5/13/19,6/3/19,5/14/19,NA,27,119,146,153,7,4,12,3,NA,4,0.0623,,
1.10.6,5I,BO_045,BO,45,P3,BO_045_P3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.10.6,25A,BO_045,BO,45,P4,BO_045_P4,-30.0189,759.6586,2.4,4/16/19,2.8,IMG-4181,2.78,4/22/19,4.2,IMG_4351,2.86,NA,NA,NA,NA,12/11/18,1/7/19,4/15/19,6/3/19,6/11/19,6/4/19,6/10/19,27,98,125,174,49,4,10,2.5,1,5,0.0555,,
1.10.6,25E,BO_045,BO,45,P5,BO_045_P5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/21/19,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.10.6,25I,BO_045,BO,45,P6,BO_045_P6,-30.1794,866.9778,3,4/22/19,6,IMG_4352,2.38,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,6/11/19,6/11/19,6/10/19,NA,27,105,132,182,50,3,2,0.67,NA,3,0.0363,,
1.10.6,45A,BO_045,BO,45,P7,BO_045_P7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.10.6,45E,BO_045,BO,45,P8,BO_045_P8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.10.6,45I,BO_045,BO,45,P9,BO_045_P9,-30.4795,621.5659,2,4/16/19,2,IMG-4182,2.72,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,4/15/19,5/13/19,6/11/19,5/14/19,NA,34,91,125,153,28,4,6,1.5,NA,4,0.0329,,
1.11.0,5A,BO_046,BO,46,P1,BO_046_P1,-30.9751,614.7618,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,6/3/19,6/11/19,6/4/19,6/10/19,27,105,132,174,42,1,1,1,1,2,0.0095,,
1.11.0,5E,BO_046,BO,46,P2,BO_046_P2,-30.3745,530.9492,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,5/13/19,5/13/19,5/14/19,NA,27,112,139,153,14,1,0,0,NA,1,0.0252,,
1.11.0,5I,BO_046,BO,46,P3,BO_046_P3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.11.0,25A,BO_046,BO,46,P4,BO_046_P4,-30.8397,518.4092,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,5/13/19,6/11/19,6/11/19,6/10/19,NA,27,126,153,182,29,2,4,2,NA,2,0.0255,,
1.11.0,25E,BO_046,BO,46,P5,BO_046_P5,-30.0185,1030.9461,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,6/3/19,6/11/19,6/4/19,6/10/19,27,112,139,174,35,2,5,2.5,1,3,0.0419,,
1.11.0,25I,BO_046,BO,46,P6,BO_046_P6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.11.0,45A,BO_046,BO,46,P7,BO_046_P7,-30.6853,675.4717,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,5/28/19,5/28/19,5/27/19,NA,27,112,139,168,29,1,2,2,NA,1,0.0183,,
1.11.0,45E,BO_046,BO,46,P8,BO_046_P8,-29.9123,550.4908,1.9,4/30/19,6.4,IMG_4461,2.04,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,5/13/19,6/3/19,6/4/19,5/14/19,27,105,132,153,21,1,0,0,1,2,0.0086,,
1.11.0,45I,BO_046,BO,46,P9,BO_046_P9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.11.2,5A,BO_047,BO,47,P1,BO_047_P1,-31.1685,397.1733,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,6/11/19,6/11/19,NA,6/10/19,27,112,139,182,43,NA,NA,NA,1,1,0.0081,,
1.11.2,5E,BO_047,BO,47,P2,BO_047_P2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.11.2,5I,BO_047,BO,47,P3,BO_047_P3,-32.0193,333.7676,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,5/28/19,5/28/19,NA,5/27/19,27,112,139,168,29,NA,NA,NA,1,1,0.0088,,
1.11.2,25A,BO_047,BO,47,P4,BO_047_P4,-30.4351,318.5557,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,NA,NA,NA,NA,27,112,139,NA,NA,NA,NA,NA,NA,NA,0.0073,,
1.11.2,25E,BO_047,BO,47,P5,BO_047_P5,-31.0031,557.7132,1.7,4/22/19,7.5,IMG_4353,2.44,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,4/22/19,6/3/19,6/3/19,6/4/19,NA,34,98,132,174,42,1,4,4,NA,1,0.0387,,
1.11.2,25I,BO_047,BO,47,P6,BO_047_P6,-30.0294,947.2847,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,5/13/19,5/13/19,5/14/19,NA,27,NA,NA,153,NA,2,0,0,NA,2,0.087,,
1.11.2,45A,BO_047,BO,47,P7,BO_047_P7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.11.2,45E,BO_047,BO,47,P8,BO_047_P8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.11.2,45I,BO_047,BO,47,P9,BO_047_P9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,NA,NA,NA,NA,27,105,132,NA,NA,NA,NA,NA,NA,NA,NA,,
1.11.4,5A,BO_048,BO,48,P1,BO_048_P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.11.4,5E,BO_048,BO,48,P2,BO_048_P2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.11.4,5I,BO_048,BO,48,P3,BO_048_P3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.11.4,25A,BO_048,BO,48,P4,BO_048_P4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.11.4,25E,BO_048,BO,48,P5,BO_048_P5,-30.2975,840.7559,2.7,4/16/19,5.5,IMG-4183,3.05,4/22/19,5.9,IMG_4354,2.53,NA,NA,NA,NA,12/11/18,1/7/19,4/15/19,5/13/19,6/11/19,5/13/19,NA,27,98,125,153,28,3,3,1,NA,3,0.0415,,
1.11.4,25I,BO_048,BO,48,P6,BO_048_P6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.11.4,45A,BO_048,BO,48,P7,BO_048_P7,-30.7814,329.4511,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,5/13/19,5/13/19,5/13/19,NA,27,112,139,153,14,1,5,5,NA,1,0.0869,,
1.11.4,45E,BO_048,BO,48,P8,BO_048_P8,-30.8841,856.6249,2.9,4/22/19,5.5,IMG_4355,1.92,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,5/13/19,6/11/19,5/13/19,NA,27,105,132,153,21,3,8,2.67,NA,3,0.0322,,
1.11.4,45I,BO_048,BO,48,P9,BO_048_P9,-30.264,815.3241,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,5/28/19,5/28/19,5/27/19,NA,27,112,139,168,29,4,2,0.5,NA,4,0.0523,,
1.11.6,5A,BO_049,BO,49,P1,BO_049_P1,-29.3496,747.0419,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,5/13/19,6/3/19,5/13/19,NA,27,112,139,153,14,2,4,2,NA,2,0.0251,,
1.11.6,5E,BO_049,BO,49,P2,BO_049_P2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.11.6,5I,BO_049,BO,49,P3,BO_049_P3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,5/6/19,NA,NA,NA,NA,27,119,146,NA,NA,NA,NA,NA,NA,NA,NA,,
1.11.6,25A,BO_049,BO,49,P4,BO_049_P4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.11.6,25E,BO_049,BO,49,P5,BO_049_P5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.11.6,25I,BO_049,BO,49,P6,BO_049_P6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.11.6,45A,BO_049,BO,49,P7,BO_049_P7,-29.6018,621.5659,1.8,4/16/19,3.5,IMG-4184,2.71,4/22/19,4,IMG_4356,2.34,NA,NA,NA,NA,12/11/18,1/7/19,4/15/19,5/13/19,5/28/19,5/13/19,NA,27,98,125,153,28,2,4,2,NA,2,0.0293,,
1.11.6,45E,BO_049,BO,49,P8,BO_049_P8,-30.5436,391.9099,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,4/29/19,6/3/19,6/3/19,NA,6/4/19,34,105,139,174,35,NA,NA,NA,1,1,0.0088,,
1.11.6,45I,BO_049,BO,49,P9,BO_049_P9,-29.6425,1077.1003,3.7,4/16/19,3.5,IMG-4185,2.74,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/15/19,5/13/19,6/11/19,5/13/19,6/4/19,27,98,125,153,28,5,15,3,2,7,0.0929,,
1.11.8,5A,BO_050,BO,50,P1,BO_050_P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
